Country,lowername,City,Region,Population,Latitude,Longitude
us,keddie,Keddie,CA,,40.015,-120.96
us,keeler,Keeler,CA,,36.4872222,-117.8730556
us,keenbrook,Keenbrook,CA,,34.2494444,-117.4566667
us,keene,Keene,CA,,35.2236111,-118.5613889
us,kegg,Kegg,CA,,41.6894444,-121.9858333
us,keith,Keith,CA,,34.3941667,-118.9591667
us,kekawaka,Kekawaka,CA,,40.0955556,-123.5180556
us,keller place,Keller Place,CA,,39.7155556,-122.9066667
us,kellogg,Kellogg,CA,,38.6322222,-122.6727778
us,kelsey,Kelsey,CA,,38.7988889,-120.8197222
us,kelseyville,Kelseyville,CA,,38.9780556,-122.8383333
us,kelso,Kelso,CA,,35.0125,-115.6527778
us,ken mar gardens mobile home park,Ken Mar Gardens Mobile Home Park,CA,,35.1055556,-120.5888889
us,kennedy,Kennedy,CA,,37.93,-121.2516667
us,kennedy meadow,Kennedy Meadow,CA,,38.3116667,-119.7447222
us,kenny,Kenny,CA,,39.9219444,-123.8975
us,kensington,Kensington,CA,,37.9105556,-122.2791667
us,kent woodlands,Kent Woodlands,CA,,37.9494444,-122.5622222
us,kentfield,Kentfield,CA,,37.9522222,-122.5561111
us,kenton mill,Kenton Mill,CA,,34.6397222,-116.3544444
us,kentwood-in-the-pines,Kentwood-In-The-Pines,CA,,33.0716667,-116.5747222
us,kenwood,Kenwood,CA,,38.4138889,-122.545
us,kenwood estates,Kenwood Estates,CA,,39.1544444,-121.0675
us,keough hot springs,Keough Hot Springs,CA,,37.2547222,-118.3761111
us,kephart,Kephart,CA,,41.5891667,-121.3130556
us,kerens,Kerens,CA,,34.9663889,-115.8058333
us,kerman,Kerman,CA,10647,36.7236111,-120.0588889
us,kern city,Kern City,CA,,35.3538889,-119.0725
us,kern lake,Kern Lake,CA,,35.14,-119.0738889
us,kernell,Kernell,CA,,35.7569444,-119.3430556
us,kernville,Kernville,CA,,35.7547222,-118.4244444
us,kester,Kester,CA,,34.1741667,-118.4233333
us,keswick,Keswick,CA,,40.6225,-122.4647222
us,kett,Kett,CA,,40.6072222,-122.4627778
us,kettenpom,Kettenpom,CA,,40.1575,-123.4597222
us,kettleman,Kettleman,CA,,38.1161111,-121.2422222
us,kettleman city,Kettleman City,CA,,36.0083333,-119.9608333
us,kettleman station,Kettleman Station,CA,,35.9988889,-119.9627778
us,kevet,Kevet,CA,,34.3622222,-119.0394444
us,keyes,Keyes,CA,,37.5566667,-120.9144444
us,keyesville,Keyesville,CA,,35.6258333,-118.51
us,keystone,Keystone,CA,,33.8252778,-118.2794444
us,kibesillah,Kibesillah,CA,,39.5902778,-123.7766667
us,kiesel,Kiesel,CA,,38.6630556,-121.6155556
us,kilaga springs,Kilaga Springs,CA,,38.9711111,-121.2469444
us,kilkare woods,Kilkare Woods,CA,,37.6283333,-121.9111111
us,kilowatt,Kilowatt,CA,,35.3988889,-119.4463889
us,kimball,Kimball,CA,,34.2566667,-119.1883333
us,kimberly gardens mobile home park,Kimberly Gardens Mobile Home Park,CA,,33.6186111,-117.6952778
us,kincaid,Kincaid,CA,,34.1286111,-117.9347222
us,king city,King City,CA,11431,36.2127778,-121.125
us,king farms,King Farms,CA,,38.7266667,-121.6902778
us,king salmon,King Salmon,CA,,40.7394444,-124.2175
us,kings beach,Kings Beach,CA,,39.2377778,-120.0255556
us,kingsburg,Kingsburg,CA,11413,36.5138889,-119.5530556
us,kingsville,Kingsville,CA,,38.6766667,-120.8747222
us,kingswood estates,Kingswood Estates,CA,,39.2552778,-120.0625
us,kingvale,Kingvale,CA,,39.3211111,-120.4277778
us,kinneloa mesa,Kinneloa Mesa,CA,,34.1758333,-118.0833333
us,kinyon,Kinyon,CA,,41.2713889,-121.8930556
us,kirkville,Kirkville,CA,,38.9088889,-121.7916667
us,kirkwood,Kirkwood,CA,,38.7027778,-120.0716667
us,kiska,Kiska,CA,,40.0683333,-122.1594444
us,kismet,Kismet,CA,,37.0472222,-120.0925
us,kister,Kister,CA,,39.8222222,-121.3622222
us,kit carson,Kit Carson,CA,,38.6708333,-120.1125
us,kiva beach,Kiva Beach,CA,,38.9405556,-120.05
us,klamath,Klamath,CA,,41.5266667,-124.0372222
us,klamath glen,Klamath Glen,CA,,41.5127778,-123.9927778
us,klamath river,Klamath River,CA,,41.8613889,-122.8244444
us,klau,Klau,CA,,35.6252778,-120.8905556
us,klinefelter,Klinefelter,CA,,34.9005556,-114.7661111
us,klondike,Klondike,CA,,34.6683333,-116.0022222
us,kneeland,Kneeland,CA,,40.7613889,-123.9936111
us,knights ferry,Knights Ferry,CA,,37.8197222,-120.6711111
us,knights landing,Knights Landing,CA,,38.7997222,-121.7172222
us,knightsen,Knightsen,CA,,37.9688889,-121.6669444
us,knob,Knob,CA,,40.3888889,-122.9869444
us,knowles,Knowles,CA,,37.22,-119.8730556
us,knowles corner,Knowles Corner,CA,,38.3525,-122.8141667
us,knowles junction,Knowles Junction,CA,,37.2027778,-119.9080556
us,knoxville,Knoxville,CA,,38.8277778,-122.3394444
us,komandorski village,Komandorski Village,CA,,37.7161111,-121.9077778
us,korbel,Korbel,CA,,40.8705556,-123.9572222
us,korblex,Korblex,CA,,40.9036111,-124.0702778
us,kramer,Kramer,CA,,34.9944444,-117.585
us,kramer hills,Kramer Hills,CA,,34.9208333,-117.4677778
us,kramer junction,Kramer Junction,CA,,34.9925,-117.5408333
us,kramm,Kramm,CA,,39.5530556,-121.5836111
us,kres,Kres,CA,,39.1986111,-121.01
us,krug,Krug,CA,,38.5180556,-122.4805556
us,kyburz,Kyburz,CA,,38.7747222,-120.2958333
us,la barr meadows,La Barr Meadows,CA,,39.1747222,-121.0441667
us,la bolsa,La Bolsa,CA,,33.6866667,-117.9966667
us,la canada flintridge,La Canada Flintridge,CA,21293,34.1991667,-118.1869444
us,la costa,La Costa,CA,,33.0911111,-117.2652778
us,la crescenta,La Crescenta,CA,,34.2241667,-118.2391667
us,la cresta,La Cresta,CA,,33.5625,-117.3147222
us,la cresta highlands,La Cresta Highlands,CA,,33.5227778,-117.3452778
us,la cresta village,La Cresta Village,CA,,38.6622222,-121.0819444
us,la cuesta fontana,La Cuesta Fontana,CA,,34.1416667,-117.4494444
us,la delta,La Delta,CA,,34.6422222,-117.3436111
us,la fetra,La Fetra,CA,,34.1388889,-117.8805556
us,la fresa,La Fresa,CA,,33.8727778,-118.335
us,la grange,La Grange,CA,,37.6636111,-120.4625
us,la habra,La Habra,CA,59654,33.9319444,-117.9452778
us,la habra heights,La Habra Heights,CA,,33.9608333,-117.9497222
us,la honda,La Honda,CA,,37.3191667,-122.2730556
us,la honda park,La Honda Park,CA,,38.1205556,-120.4952778
us,la jolla,La Jolla,CA,,32.8472222,-117.2733333
us,la jolla amago,La Jolla Amago,CA,,33.2827778,-116.8625
us,la jolla hermosa,La Jolla Hermosa,CA,,32.8180556,-117.2694444
us,la jolla ranch,La Jolla Ranch,CA,,36.7283333,-120.6019444
us,la jolla shores,La Jolla Shores,CA,,32.8555556,-117.2527778
us,la mesa,La Mesa,CA,54087,32.7677778,-117.0222222
us,la mirada,La Mirada,CA,49963,33.9172222,-118.0111111
us,la paco,La Paco,CA,,34.1686111,-118.3575
us,la palma,La Palma,CA,16169,33.8463889,-118.0458333
us,la paloma,La Paloma,CA,,33.7808333,-117.8036111
us,la panza,La Panza,CA,,35.3611111,-120.2144444
us,la patera,La Patera,CA,,34.4375,-119.8411111
us,la playa,La Playa,CA,,32.7122222,-117.2444444
us,la porte,La Porte,CA,,39.6822222,-120.9830556
us,la presa,La Presa,CA,35119,32.7080556,-116.9963889
us,la puente,La Puente,CA,42605,34.02,-117.9486111
us,la quinta,La Quinta,CA,37690,33.6633333,-116.3091667
us,la riviera,La Riviera,CA,10104,38.5669444,-121.3558333
us,la salle,La Salle,CA,,34.6477778,-120.5252778
us,la selva beach,La Selva Beach,CA,,36.9366667,-121.8636111
us,la sierra,La Sierra,CA,,33.9208333,-117.4955556
us,la sierra heights,La Sierra Heights,CA,,33.9441667,-117.4855556
us,la verne,La Verne,CA,33698,34.1008333,-117.7669444
us,la vina,La Vina,CA,,36.8805556,-120.1094444
us,lacjac,Lacjac,CA,,36.6116667,-119.4830556
us,lackey place,Lackey Place,CA,,35.6322222,-118.6458333
us,ladera,Ladera,CA,,37.4,-122.1972222
us,ladera heights,Ladera Heights,CA,,33.9941667,-118.3744444
us,ladera ranch,Ladera Ranch,CA,,33.5705556,-117.6386111
us,lafayette,Lafayette,CA,24780,37.8858333,-122.1169444
us,lagol,Lagol,CA,,34.2694444,-118.9497222
us,laguna,Laguna,CA,,33.9766667,-118.1388889
us,laguna beach,Laguna Beach,CA,24181,33.5422222,-117.7822222
us,laguna hills,Laguna Hills,CA,30843,33.6125,-117.7119444
us,laguna junction,Laguna Junction,CA,,32.8094444,-116.5116667
us,laguna niguel,Laguna Niguel,CA,66291,33.5225,-117.7066667
us,laguna vista trailer park,Laguna Vista Trailer Park,CA,,33.2297222,-117.3305556
us,laguna west,Laguna West,CA,,38.425,-121.4722222
us,laguna woods,Laguna Woods,CA,19862,33.6102778,-117.7244444
us,lagunitas,Lagunitas,CA,,38.0113889,-122.7011111
us,laird landing,Laird Landing,CA,,41.8730556,-121.7230556
us,lairds corner,Lairds Corner,CA,,36.0513889,-119.2311111
us,lairds landing,Lairds Landing,CA,,38.1594444,-122.9113889
us,lairport,Lairport,CA,,33.9222222,-118.3777778
us,lake alpine,Lake Alpine,CA,,38.4786111,-120.0027778
us,lake arrowhead,Lake Arrowhead,CA,,34.2483333,-117.1883333
us,lake camanche ranches,Lake Camanche Ranches,CA,,38.1944444,-120.9347222
us,lake city,Lake City,CA,,41.6427778,-120.2158333
us,lake crest estates,Lake Crest Estates,CA,,33.7205556,-116.9169444
us,lake davis,Lake Davis,CA,,39.8727778,-120.4777778
us,lake elsinore,Lake Elsinore,CA,40630,33.6680556,-117.3263889
us,lake forest,Lake Forest,CA,76733,33.6469444,-117.6883333
us,lake hills estates,Lake Hills Estates,CA,,38.7319444,-121.0844444
us,lake hughes,Lake Hughes,CA,,34.6769444,-118.4444444
us,lake isabella,Lake Isabella,CA,,35.6180556,-118.4722222
us,lake los angeles,Lake Los Angeles,CA,,34.6125,-117.8272222
us,lake madera country estates,Lake Madera Country Estates,CA,,37.0430556,-119.9916667
us,lake mary,Lake Mary,CA,,37.6,-119.0002778
us,lake nacimiento,Lake Nacimiento,CA,,35.7283333,-120.8786111
us,lake san marcos,Lake San Marcos,CA,,33.1261111,-117.2075
us,lake sherwood,Lake Sherwood,CA,,34.1515,-118.8461
us,lake tamarisk,Lake Tamarisk,CA,,33.7388889,-115.3888889
us,lake valley,Lake Valley,CA,,38.93,-120.0036111
us,lake view terrace,Lake View Terrace,CA,,34.2763889,-118.3602778
us,lake village,Lake Village,CA,,33.4994444,-117.1325
us,lake wildwood,Lake Wildwood,CA,,39.2330556,-121.1994444
us,lake of the pines,Lake of the Pines,CA,,39.0397222,-121.0555556
us,lake of the woods,Lake of the Woods,CA,,34.8175,-118.9955556
us,lakehead,Lakehead,CA,,40.9052778,-122.3780556
us,lakeland village,Lakeland Village,CA,,33.6386111,-117.3430556
us,lakemont pines,Lakemont Pines,CA,,38.2352778,-120.3702778
us,lakeport,Lakeport,CA,,39.0430556,-122.9147222
us,lakeridge oaks,Lakeridge Oaks,CA,,38.7119444,-121.1083333
us,lakeshore,Lakeshore,CA,,37.2530556,-119.1738889
us,lakeside,Lakeside,CA,19293,32.8572222,-116.9213889
us,lakeside farms,Lakeside Farms,CA,,32.8669444,-116.9391667
us,lakeside park,Lakeside Park,CA,,34.2280556,-118.6458333
us,lakeside terrace,Lakeside Terrace,CA,,38.2516667,-120.32
us,lakeview,Lakeview,CA,,33.8386111,-117.1172222
us,lakeview hot springs,Lakeview Hot Springs,CA,,33.8383333,-117.1447222
us,lakeview junction,Lakeview Junction,CA,,41.4761111,-120.5366667
us,lakeview resort,Lakeview Resort,CA,,40.8144444,-122.2908333
us,lakeville,Lakeville,CA,,38.1991667,-122.5461111
us,lakewood,Lakewood,CA,82115,33.8536111,-118.1330556
us,lakewood highlands,Lakewood Highlands,CA,,38.0547222,-120.2177778
us,lakewood park,Lakewood Park,CA,,38.0516667,-120.2125
us,lakewood sierra,Lakewood Sierra,CA,,38.7402778,-120.5680556
us,lakin,Lakin,CA,,41.3783333,-121.5611111
us,lamanda park,Lamanda Park,CA,,34.1480556,-118.0930556
us,lambert lake estates,Lambert Lake Estates,CA,,37.9605556,-120.3333333
us,lamoine,Lamoine,CA,,40.9780556,-122.4297222
us,lamont,Lamont,CA,14438,35.2597222,-118.9133333
us,lamplighter mobile home park,Lamplighter Mobile Home Park,CA,,37.4166667,-121.9619444
us,lanaki lane mobile home park,Lanaki Lane Mobile Home Park,CA,,33.1080556,-117.3188889
us,lanare,Lanare,CA,,36.4305556,-119.93
us,lancaster,Lancaster,CA,129548,34.6980556,-118.1358333
us,landco,Landco,CA,,35.3794444,-119.0602778
us,lander crossing,Lander Crossing,CA,,39.0691667,-120.9775
us,landers,Landers,CA,,34.2661111,-116.3922222
us,lane,Lane,CA,,38.0027778,-121.2491667
us,lanfair,Lanfair,CA,,35.1258333,-115.1827778
us,lang,Lang,CA,,34.4316667,-118.3766667
us,larabee,Larabee,CA,,40.4061111,-123.9280556
us,largo,Largo,CA,,39.0216667,-123.1288889
us,largo vista,Largo Vista,CA,,34.4269444,-117.7652778
us,larkmead,Larkmead,CA,,38.5588889,-122.5219444
us,larkspur,Larkspur,CA,11667,37.9341667,-122.5341667
us,larson,Larson,CA,,37.9294444,-121.2105556
us,las cantilles,Las Cantilles,CA,,34.5075,-118.4511111
us,las casetas,Las Casetas,CA,,34.2083333,-118.1652778
us,las cruces,Las Cruces,CA,,34.5080556,-120.2280556
us,las flores,Las Flores,CA,,34.0372222,-118.635
us,las gallinas,Las Gallinas,CA,,38.0205556,-122.5375
us,las juntas,Las Juntas,CA,,37.9319444,-122.0533333
us,las lomas,Las Lomas,CA,,36.8652778,-121.7338889
us,las palmas,Las Palmas,CA,,36.7575,-119.6994444
us,lasco,Lasco,CA,,40.4225,-120.9716667
us,last chance,Last Chance,CA,,39.1113889,-120.6236111
us,lathrop,Lathrop,CA,13250,37.8227778,-121.2755556
us,laton,Laton,CA,,36.4333333,-119.6858333
us,latrobe,Latrobe,CA,,38.5597222,-120.9827778
us,laughlin,Laughlin,CA,,39.2797222,-123.2333333
us,laurel,Laurel,CA,,37.5319444,-122.3066667
us,lavic,Lavic,CA,,34.7277778,-116.3125
us,lawndale,Lawndale,CA,32841,33.8872222,-118.3516667
us,lawrence,Lawrence,CA,,37.37,-121.9947222
us,lawrence welk resort village,Lawrence Welk Resort Village,CA,,33.2316667,-117.1388889
us,laws,Laws,CA,,37.4008333,-118.3447222
us,laytonville,Laytonville,CA,,39.6883333,-123.4816667
us,le grand,Le Grand,CA,,37.2286111,-120.2472222
us,leadfield,Leadfield,CA,,36.8466667,-117.0583333
us,leaf,Leaf,CA,,41.6422222,-122.0008333
us,leavitt,Leavitt,CA,,40.3961111,-120.525
us,lebec,Lebec,CA,,34.8416667,-118.8638889
us,leduc acres,Leduc Acres,CA,,39.1925,-121.0172222
us,lee vining,Lee Vining,CA,,37.9575,-119.1208333
us,leesdale,Leesdale,CA,,34.1966667,-119.0988889
us,leesville,Leesville,CA,,39.1894444,-122.4225
us,leffingwell,Leffingwell,CA,,33.9333333,-117.9922222
us,leggett,Leggett,CA,,39.8658333,-123.7130556
us,leimert,Leimert,CA,,35.5741667,-121.1058333
us,leisure lake mobile home park,Leisure Lake Mobile Home Park,CA,,38.2730556,-122.6791667
us,leisure town,Leisure Town,CA,,38.3661111,-121.9436111
us,leisure village,Leisure Village,CA,,34.2183333,-118.9875
us,leisure world,Leisure World,CA,,33.7680556,-118.0847222
us,lemon grove,Lemon Grove,CA,24802,32.7425,-117.0305556
us,lemon heights,Lemon Heights,CA,,33.7588889,-117.7811111
us,lemona,Lemona,CA,,33.9802778,-117.325
us,lemoncove,Lemoncove,CA,,36.3827778,-119.0236111
us,lemoore,Lemoore,CA,22763,36.3008333,-119.7819444
us,lennox,Lennox,CA,23387,33.9380556,-118.3516667
us,lento,Lento,CA,,34.4727778,-120.1594444
us,lenwood,Lenwood,CA,,34.8766667,-117.1030556
us,leon,Leon,CA,,34.5580556,-117.3055556
us,leona valley,Leona Valley,CA,,34.6183333,-118.2872222
us,leonard,Leonard,CA,,41.1347222,-121.0297222
us,leonardi,Leonardi,CA,,38.8819444,-120.5352778
us,lerdo,Lerdo,CA,,35.4902778,-119.1516667
us,lerona,Lerona,CA,,37.1294444,-119.4302778
us,leucadia,Leucadia,CA,,33.0680556,-117.3025
us,levis,Levis,CA,,36.6236111,-120.4052778
us,lewiston,Lewiston,CA,,40.7075,-122.8063889
us,lexington hills,Lexington Hills,CA,,37.1647222,-121.9719444
us,liberty,Liberty,CA,,38.2844444,-122.7008333
us,liberty park,Liberty Park,CA,,33.7063889,-117.9869444
us,lick,Lick,CA,,37.2872222,-121.8447222
us,lido isle,Lido Isle,CA,,33.6038889,-117.9163889
us,likely,Likely,CA,,41.2305556,-120.5030556
us,lilac,Lilac,CA,,33.2877778,-117.0830556
us,lilac park,Lilac Park,CA,,38.2530556,-120.3486111
us,lilac terrace,Lilac Terrace,CA,,38.03,-120.2336111
us,limon,Limon,CA,,34.3205556,-119.1069444
us,limoneira,Limoneira,CA,,34.3302778,-119.1247222
us,lincoln,Lincoln,CA,33242,38.8916667,-121.2919444
us,lincoln acres,Lincoln Acres,CA,,32.6677778,-117.0719444
us,lincoln crest,Lincoln Crest,CA,,34.5869444,-118.3038889
us,lincoln heights,Lincoln Heights,CA,,34.0705556,-118.2041667
us,lincoln village,Lincoln Village,CA,,33.8277778,-118.2219444
us,linda,Linda,CA,13892,39.1277778,-121.5497222
us,linda mar,Linda Mar,CA,,37.5955556,-122.4930556
us,linda rose,Linda Rose,CA,,33.5291667,-117.1744444
us,linda vista,Linda Vista,CA,,34.1713889,-118.1761111
us,lindcove,Lindcove,CA,,36.3577778,-119.0636111
us,linden,Linden,CA,,38.0213889,-121.0827778
us,lindsay,Lindsay,CA,10806,36.2030556,-119.0872222
us,lingard,Lingard,CA,,37.2402778,-120.3963889
us,linne,Linne,CA,,35.5725,-120.5680556
us,linnie,Linnie,CA,,35.8330556,-117.8661111
us,lira,Lira,CA,,39.1452778,-121.8666667
us,liskey,Liskey,CA,,41.8488889,-121.4088889
us,lisko,Lisko,CA,,36.0969444,-119.0363889
us,list,List,CA,,36.2761111,-119.1269444
us,litchfield,Litchfield,CA,,40.3827778,-120.3861111
us,little lake,Little Lake,CA,,35.9366667,-117.9058333
us,little morongo heights,Little Morongo Heights,CA,,34.0955556,-116.5191667
us,little norway,Little Norway,CA,,38.8247222,-120.0355556
us,little osaka,Little Osaka,CA,,37.7858333,-122.4288889
us,little penny,Little Penny,CA,,38.9227778,-123.4566667
us,little river,Little River,CA,,39.2708333,-123.7872222
us,little shasta,Little Shasta,CA,,41.7119444,-122.3902778
us,little valley,Little Valley,CA,,40.8944444,-121.1763889
us,littlerock,Littlerock,CA,,34.5211111,-117.9827778
us,live oak,Live Oak,CA,,39.2758333,-121.6588889
us,live oak acres,Live Oak Acres,CA,,34.4069444,-119.3075
us,live oak springs,Live Oak Springs,CA,,32.6905556,-116.3336111
us,livermore,Livermore,CA,80347,37.6819444,-121.7669444
us,livingston,Livingston,CA,12080,37.3869444,-120.7225
us,llanada,Llanada,CA,,36.6091667,-120.9155556
us,llano,Llano,CA,,38.4119444,-122.7933333
us,lobitos,Lobitos,CA,,37.3830556,-122.3991667
us,locans,Locans,CA,,36.7236111,-119.6622222
us,loch lomond,Loch Lomond,CA,,38.8633333,-122.7183333
us,locke,Locke,CA,,38.2505556,-121.5083333
us,lockeford,Lockeford,CA,,38.1636111,-121.1488889
us,lockhart,Lockhart,CA,,35.0147222,-117.33
us,lockwood,Lockwood,CA,,35.9366667,-121.0805556
us,lodge hill,Lodge Hill,CA,,35.5511111,-121.0797222
us,lodi,Lodi,CA,62778,38.1302778,-121.2713889
us,lodi junction,Lodi Junction,CA,,38.1283333,-121.2422222
us,lodoga,Lodoga,CA,,39.3019444,-122.4880556
us,logan,Logan,CA,,36.9069444,-121.6305556
us,logandale,Logandale,CA,,39.4372222,-122.1908333
us,loganville,Loganville,CA,,39.5680556,-120.6661111
us,lois,Lois,CA,,36.0186111,-119.0266667
us,lokern,Lokern,CA,,35.4,-119.545
us,lokoya,Lokoya,CA,,38.3733333,-122.4266667
us,loleta,Loleta,CA,,40.6411111,-124.2241667
us,loma,Loma,CA,,36.2577778,-119.2863889
us,loma linda,Loma Linda,CA,20802,34.0483333,-117.2602778
us,loma mar,Loma Mar,CA,,37.2711111,-122.3075
us,loma portal,Loma Portal,CA,,32.7438889,-117.2180556
us,loma rica,Loma Rica,CA,,39.3119444,-121.4166667
us,lombard,Lombard,CA,,38.1908333,-122.255
us,lombardi,Lombardi,CA,,38.4461111,-120.0652778
us,lomita,Lomita,CA,20751,33.7922222,-118.3141667
us,lomita park,Lomita Park,CA,,37.6166667,-122.4033333
us,lomo,Lomo,CA,,40.0386111,-121.615
us,lompico,Lompico,CA,,37.1055556,-122.0516667
us,lompoc,Lompoc,CA,40957,34.6391667,-120.4569444
us,london,London,CA,,36.4761111,-119.4422222
us,lone pine,Lone Pine,CA,,36.6061111,-118.0619444
us,lone star,Lone Star,CA,,36.7005556,-119.6802778
us,lone star junction,Lone Star Junction,CA,,40.6327778,-123.8761111
us,lone wolf colony,Lone Wolf Colony,CA,,34.4705556,-117.155
us,long barn,Long Barn,CA,,38.0930556,-120.1333333
us,long beach,Long Beach,CA,482618,33.7669444,-118.1883333
us,longvale,Longvale,CA,,39.5552778,-123.4286111
us,longview,Longview,CA,,34.4936111,-117.8958333
us,longville,Longville,CA,,40.1477778,-121.2436111
us,lonoak,Lonoak,CA,,36.2775,-120.9419444
us,lonoke,Lonoke,CA,,37.0258333,-121.5769444
us,lonsmith,Lonsmith,CA,,35.3402778,-118.9225
us,lookout,Lookout,CA,,41.2080556,-121.1541667
us,lookout junction,Lookout Junction,CA,,41.2586111,-121.2336111
us,loomis,Loomis,CA,,38.8213889,-121.1919444
us,loomis corners,Loomis Corners,CA,,40.5883333,-122.3047222
us,loope,Loope,CA,,38.6652778,-119.695
us,loraine,Loraine,CA,,35.3047222,-118.4358333
us,lorenzo station,Lorenzo Station,CA,,37.6925,-122.1288889
us,lort,Lort,CA,,36.3427778,-119.1533333
us,los alamitos,Los Alamitos,CA,11718,33.8030556,-118.0716667
us,los alamitos junction,Los Alamitos Junction,CA,,33.8058333,-117.9983333
us,los alamos,Los Alamos,CA,,34.7444444,-120.2772222
us,los altos,Los Altos,CA,26871,37.3852778,-122.1130556
us,los altos hills,Los Altos Hills,CA,8207,37.3797222,-122.1363889
us,los angeles,Los Angeles,CA,3877129,34.0522222,-118.2427778
us,los banos,Los Banos,CA,33317,37.0583333,-120.8488889
us,los berros,Los Berros,CA,,35.0788889,-120.5416667
us,los gatos,Los Gatos,CA,27551,37.2266667,-121.9736111
us,los guilicos,Los Guilicos,CA,,38.4266667,-122.5805556
us,los medanos,Los Medanos,CA,,38.0122222,-121.8502778
us,los molinos,Los Molinos,CA,,40.0213889,-122.0991667
us,los nietos,Los Nietos,CA,,33.9683333,-118.0697222
us,los nietos junction,Los Nietos Junction,CA,,33.9613889,-118.0694444
us,los olivos,Los Olivos,CA,,34.6677778,-120.1138889
us,los osos,Los Osos,CA,,35.3111111,-120.8313889
us,los ranchitos,Los Ranchitos,CA,,37.9930556,-122.5413889
us,los serranos,Los Serranos,CA,,33.9727778,-117.7072222
us,los terrentos,Los Terrentos,CA,,32.8347222,-116.6211111
us,los trancos woods,Los Trancos Woods,CA,,37.3494444,-122.1983333
us,los tules,Los Tules,CA,,33.2833333,-116.6202778
us,lost city,Lost City,CA,,38.0866667,-120.7486111
us,lost hills,Lost Hills,CA,,35.6163889,-119.6933333
us,lotus,Lotus,CA,,38.8016667,-120.9075
us,lovdal,Lovdal,CA,,38.6002778,-121.5513889
us,lovelock,Lovelock,CA,,39.8913889,-121.5766667
us,lowell,Lowell,CA,,38.1741667,-122.2522222
us,lower forni,Lower Forni,CA,,38.8030556,-120.2280556
us,lower lake,Lower Lake,CA,,38.9105556,-122.6091667
us,lower town,Lower Town,CA,,38.3675,-119.1188889
us,lowes corner,Lowes Corner,CA,,36.0944444,-119.2311111
us,lowrey,Lowrey,CA,,40.0138889,-122.5522222
us,loyalton,Loyalton,CA,,39.6763889,-120.24
us,loyola,Loyola,CA,,37.3513889,-122.0994444
us,loyola corners,Loyola Corners,CA,,37.3522222,-122.085
us,lucas valley,Lucas Valley,CA,,38.0275,-122.5572222
us,lucca,Lucca,CA,,36.2452778,-119.0888889
us,lucerne,Lucerne,CA,,39.0902778,-122.7952778
us,lucerne valley,Lucerne Valley,CA,,34.4438889,-116.9669444
us,lucia,Lucia,CA,,36.0208333,-121.5494444
us,luckie place,Luckie Place,CA,,40.5736111,-123.2069444
us,ludlow,Ludlow,CA,,34.7211111,-116.1591667
us,lugo,Lugo,CA,,34.3672222,-117.3413889
us,lumer,Lumer,CA,,36.0375,-118.9902778
us,lumpkin,Lumpkin,CA,,39.61,-121.2077778
us,lund,Lund,CA,,38.3305556,-121.6427778
us,lundy,Lundy,CA,,38.0275,-119.2405556
us,luzon,Luzon,CA,,38.0144444,-122.2502778
us,lyman springs,Lyman Springs,CA,,40.3094444,-121.7666667
us,lynn park acres,Lynn Park Acres,CA,,38.3894444,-120.5116667
us,lynnwood estates,Lynnwood Estates,CA,,38.045,-120.2311111
us,lynwood,Lynwood,CA,72397,33.9302778,-118.2105556
us,lynwood gardens,Lynwood Gardens,CA,,33.9102778,-118.1911111
us,lynwood hills,Lynwood Hills,CA,,32.6452778,-117.0508333
us,lyonsville,Lyonsville,CA,,40.3094444,-121.7369444
us,lyoth,Lyoth,CA,,37.7158333,-121.3805556
us,lytle creek,Lytle Creek,CA,,34.2591667,-117.4991667
us,lytton,Lytton,CA,,38.6594444,-122.8705556
us,mabie,Mabie,CA,,39.7936111,-120.5202778
us,macdoel,Macdoel,CA,,41.8269444,-122.0041667
us,mackenson,Mackenson,CA,,38.1161111,-121.6802778
us,macomber palms,Macomber Palms,CA,,33.7986111,-116.2544444
us,madeline,Madeline,CA,,41.0511111,-120.4744444
us,madera,Madera,CA,51451,36.9613889,-120.0597222
us,madera acres,Madera Acres,CA,,37.0191667,-120.0658333
us,madera country club estates,Madera Country Club Estates,CA,,37.0261111,-120.0636111
us,madera highlands,Madera Highlands,CA,,37.0111111,-120.08
us,madera ranchos,Madera Ranchos,CA,,36.9311111,-119.8805556
us,madison,Madison,CA,,38.6794444,-121.9672222
us,madrone,Madrone,CA,,37.1505556,-121.6705556
us,magalia,Magalia,CA,11577,39.8122222,-121.5772222
us,magnolia,Magnolia,CA,,36.0227778,-118.9941667
us,magnolia avenue,Magnolia Avenue,CA,,33.9572222,-117.4175
us,magnolia park,Magnolia Park,CA,,34.1677778,-118.3463889
us,magra,Magra,CA,,39.1491667,-120.8955556
us,magunden,Magunden,CA,,35.365,-118.9338889
us,mahou riviera,Mahou Riviera,CA,,34.0133333,-118.8055556
us,maine prairie,Maine Prairie,CA,,38.3080556,-121.7577778
us,majors,Majors,CA,,36.9825,-122.1422222
us,malaga,Malaga,CA,,36.6836111,-119.7327778
us,malby crossing,Malby Crossing,CA,,38.6133333,-121.07
us,malibu,Malibu,CA,13769,34.005,-118.8091667
us,malibu beach,Malibu Beach,CA,,34.0327778,-118.6875
us,malibu bowl,Malibu Bowl,CA,,34.0611111,-118.7394444
us,malibu hills,Malibu Hills,CA,,34.0475,-118.7433333
